,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,WindType,OperatorSet,UnblindingStage,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,TestLocation,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90
10,1103,,1496-1-103-471-670-5,1.0,1.0,,2021-10-18 17:40:09+00:00,,,,Methane,,367.0,502.0,232.0,,9.57,,,1,1.0,2021-10-18 17:40:19+00:00,Sonic,GHGSat,2,,22288.48,4.0,218645.0,22288.48,False,,22242.310333333342,22182.920166666674,22252.780444444725,AZ,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001.0,12185.02,True,True,TP,1.0,401.29323503868494,377.00889228644303,425.76153987207783,400.1631031541317,375.4357591910683,425.14100947402295,401.83210187266536,377.31514240439105,426.2198500284014
11,1299,,1496-1-103-471-670-5,1.0,1.0,,2021-10-18 17:40:09+00:00,,,,Methane,,367.0,502.0,232.0,,9.57,,,1,1.0,2021-10-18 17:40:19+00:00,Sonic,GHGSat,3,,22288.48,4.0,218645.0,22288.48,False,,22242.310333333342,22182.920166666674,22252.780444444725,AZ,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001.0,12185.02,True,True,TP,1.0,401.4515232505171,376.8124865251257,425.85042664371866,400.1419699840043,375.53425422756106,424.96311483010305,401.35010823298285,376.35269175020227,426.0813948777911
12,908,,1496-1-303-1170-1369-6,1.0,1.0,,2021-10-18 17:43:45+00:00,,,,Methane,,186.0,282.0,90.0,,4.87,,,1,1.0,2021-10-18 17:43:53+00:00,NASA-GEOS,GHGSat,1,,83156.62,4.0,218645.0,83156.62,False,,83492.84233333355,83444.48899999986,83765.0722222223,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,951.965,True,True,TP,1.0,1506.7304078996922,1423.1100200124552,1591.8388762457073,1506.129948296436,1425.0924605672164,1591.060961887747,1511.4040511798507,1429.1676609142328,1596.2900330139867
13,1104,,1496-1-303-1170-1369-6,1.0,1.0,,2021-10-18 17:43:45+00:00,,,,Methane,,366.0,502.0,230.0,,9.57,,,1,1.0,2021-10-18 17:43:53+00:00,Sonic,GHGSat,2,,83156.62,4.0,218645.0,83156.62,False,,83492.84233333355,83444.48899999986,83765.0722222223,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,951.965,True,True,TP,1.0,1506.550389900821,1423.0459315464743,1593.5499719996628,1505.9989474230297,1422.3080333534076,1590.5658739991707,1511.9693721652877,1429.1693251715828,1598.0858215308426
14,1300,,1496-1-303-1170-1369-6,1.0,1.0,,2021-10-18 17:43:45+00:00,,,,Methane,,366.0,502.0,230.0,,9.57,,,1,1.0,2021-10-18 17:43:53+00:00,Sonic,GHGSat,3,,83156.62,4.0,218645.0,83156.62,False,,83492.84233333355,83444.48899999986,83765.0722222223,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,951.965,True,True,TP,1.0,1506.9994266209521,1425.2837641550354,1591.275181073692,1505.8757451653794,1423.9977322232726,1589.0128839253891,1511.29534372453,1427.9147973971724,1597.7079708955098
15,909,,1496-1-104-876-1075-7,1.0,1.0,,2021-10-18 17:46:45+00:00,,,,Methane,,625.0,946.0,304.0,,4.86,,,1,1.0,2021-10-18 17:46:46+00:00,NASA-GEOS,GHGSat,1,,81567.73,4.0,218645.0,81567.73,False,,81835.15966666675,82034.65149999993,82283.80588888912,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,2319.42,True,True,TP,1.0,1476.8239241582748,1396.0428110455468,1558.7832758172815,1480.7906945767722,1400.062254771563,1563.444664717224,1484.8380142478638,1403.5122721396947,1569.0231547000649
16,1105,,1496-1-104-876-1075-7,1.0,1.0,,2021-10-18 17:46:45+00:00,,,,Methane,,1035.0,1373.0,697.0,,8.06,,,1,1.0,2021-10-18 17:46:46+00:00,Sonic,GHGSat,2,,81567.73,4.0,218645.0,81567.73,False,,81835.15966666675,82034.65149999993,82283.80588888912,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,2319.42,True,True,TP,1.0,1476.3958157679535,1395.7747108158767,1558.750676835834,1480.667192702384,1399.576511229253,1564.3425934513248,1484.899067633588,1404.631032481022,1569.113626518105
17,1301,,1496-1-104-876-1075-7,1.0,1.0,,2021-10-18 17:46:45+00:00,,,,Methane,,1160.0,1652.0,668.0,,8.06,,,1,1.0,2021-10-18 17:46:46+00:00,Sonic,GHGSat,3,,81567.73,4.0,218645.0,81567.73,False,,81835.15966666675,82034.65149999993,82283.80588888912,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,2319.42,True,True,TP,1.0,1476.9725348390557,1396.345935520616,1560.7877810653852,1480.2450457649552,1399.013895922389,1563.8312321479684,1484.7921102416612,1404.766565163629,1567.4592997123423
18,910,,1496-1-304-1313-1512-8,1.0,1.0,,2021-10-18 17:50:15+00:00,,,,Methane,,569.0,857.0,281.0,,4.85,,,1,1.0,2021-10-18 17:50:21+00:00,NASA-GEOS,GHGSat,1,,81040.29,4.0,218645.0,81040.29,False,,80909.6726666668,80756.98149999986,80671.1428888891,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,4355.285,True,True,TP,1.0,1459.6758950950718,1379.1142366142399,1542.352230016813,1456.697055769509,1376.514933582645,1539.561505490503,1456.1753296311128,1376.7085856211384,1538.5432796571672
19,1106,,1496-1-304-1313-1512-8,1.0,1.0,,2021-10-18 17:50:15+00:00,,,,Methane,,1218.0,1624.0,813.0,,10.38,,,1,1.0,2021-10-18 17:50:21+00:00,Sonic,GHGSat,2,,81040.29,4.0,218645.0,81040.29,False,,80909.6726666668,80756.98149999986,80671.1428888891,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,4355.285,True,True,TP,1.0,1458.916642445416,1380.3166096591558,1540.850841836078,1457.961528766978,1377.9898906026713,1538.5498254226304,1455.8030774343326,1376.1497029220495,1538.4712760147993
20,1302,,1496-1-304-1313-1512-8,1.0,1.0,,2021-10-18 17:50:15+00:00,,,,Methane,,1490.0,1979.0,1001.0,,10.38,,,1,1.0,2021-10-18 17:50:21+00:00,Sonic,GHGSat,3,,81040.29,4.0,218645.0,81040.29,False,,80909.6726666668,80756.98149999986,80671.1428888891,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,4355.285,True,True,TP,1.0,1459.8916561365659,1380.2256194746626,1542.8070543338204,1456.9781339075473,1377.100722022709,1538.8378872386756,1454.7859551862218,1375.293785052692,1537.3914164443465
21,911,,1496-1-105-725-924-9,1.0,1.0,,2021-10-18 17:53:18+00:00,,,,Methane,,525.0,823.0,227.0,,4.85,,,1,1.0,2021-10-18 17:53:34+00:00,NASA-GEOS,GHGSat,1,,79954.86,4.0,218645.0,79954.86,False,,79251.25233333353,79600.5244999999,79726.63066666681,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,6163.33,True,True,TP,1.0,1429.6929953219676,1351.7066189000438,1510.5935948658505,1436.2481383322033,1358.1346446321534,1515.5990755977639,1438.785135633105,1360.5328469213657,1520.7960491338195
22,1107,,1496-1-105-725-924-9,1.0,1.0,,2021-10-18 17:53:18+00:00,,,,Methane,,1141.0,1555.0,727.0,,9.2,,,1,1.0,2021-10-18 17:53:34+00:00,Sonic,GHGSat,2,,79954.86,4.0,218645.0,79954.86,False,,79251.25233333353,79600.5244999999,79726.63066666681,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,6163.33,True,True,TP,1.0,1429.685159373381,1351.2584753575425,1511.0013969023905,1435.9359665111895,1357.283382407784,1515.527916442815,1438.6396579981115,1360.0774870486248,1518.8034817539726
23,1303,,1496-1-105-725-924-9,1.0,1.0,,2021-10-18 17:53:18+00:00,,,,Methane,,1408.0,1893.0,923.0,,9.2,,,1,1.0,2021-10-18 17:53:34+00:00,Sonic,GHGSat,3,,79954.86,4.0,218645.0,79954.86,False,,79251.25233333353,79600.5244999999,79726.63066666681,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,6163.33,True,True,TP,1.0,1430.2703041367736,1352.288300113001,1510.884063566037,1435.6156566416785,1356.989644650266,1517.045466183184,1439.1833905654914,1358.3673687923526,1519.1680319381687
24,912,,1496-1-305-1063-1262-10,1.0,1.0,,2021-10-18 17:56:48+00:00,,,,Methane,,760.0,1151.0,369.0,,4.84,,,1,1.0,2021-10-18 17:56:53+00:00,NASA-GEOS,GHGSat,1,,78107.32,4.0,218645.0,78107.32,False,,78802.79066666675,79097.88833333334,79119.04911111135,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,8060.26,True,True,TP,1.0,1421.7808651933317,1345.0422673637968,1499.822394575793,1428.0385370979973,1350.0244788089365,1508.2612771720296,1427.7621797730778,1349.6027254468795,1507.3675325042148
25,1108,,1496-1-305-1063-1262-10,1.0,1.0,,2021-10-18 17:56:48+00:00,,,,Methane,,1397.0,1878.0,916.0,,8.89,,,1,1.0,2021-10-18 17:56:53+00:00,Sonic,GHGSat,2,,78107.32,4.0,218645.0,78107.32,False,,78802.79066666675,79097.88833333334,79119.04911111135,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,8060.26,True,True,TP,1.0,1421.5577039106045,1343.8791168589169,1500.9395457921055,1427.405612606224,1349.4034238903594,1505.656084932571,1427.4180242058048,1348.4638402359988,1508.3013199937034
26,1304,,1496-1-305-1063-1262-10,1.0,1.0,,2021-10-18 17:56:48+00:00,,,,Methane,,1325.0,1771.0,879.0,,8.89,,,1,1.0,2021-10-18 17:56:53+00:00,Sonic,GHGSat,3,,78107.32,4.0,218645.0,78107.32,False,,78802.79066666675,79097.88833333334,79119.04911111135,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,8060.26,True,True,TP,1.0,1422.1603645492582,1342.618564439896,1499.6140238694718,1428.4101911857188,1351.130574214693,1508.2832916160614,1428.1515304459513,1349.4555914286202,1506.353682155369
27,913,,1496-1-106-720-919-11,1.0,1.0,,2021-10-18 18:00:21+00:00,,,,Methane,,804.0,970.0,638.0,,4.84,,,1,1.0,2021-10-18 18:00:25+00:00,NASA-GEOS,GHGSat,1,,78398.93,4.0,218645.0,78398.93,False,,78219.27500000018,78436.9844999998,78509.43633333345,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,9563.4,True,True,TP,1.0,1411.8436251801334,1334.6480302328462,1492.62767524656,1415.513126619669,1338.533973646078,1495.452493001548,1416.9621506965564,1339.650660191603,1497.253112469894
28,1109,,1496-1-106-720-919-11,1.0,1.0,,2021-10-18 18:00:21+00:00,,,,Methane,,1292.0,1731.0,853.0,,7.77,,,1,1.0,2021-10-18 18:00:25+00:00,Sonic,GHGSat,2,,78398.93,4.0,218645.0,78398.93,False,,78219.27500000018,78436.9844999998,78509.43633333345,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,9563.4,True,True,TP,1.0,1411.4685115086238,1334.4090818126224,1488.5350167535512,1416.014947122766,1338.9285683755033,1494.619353903189,1417.2978167116082,1340.7135875950487,1496.9949738838022
29,1305,,1496-1-106-720-919-11,1.0,1.0,,2021-10-18 18:00:21+00:00,,,,Methane,,1163.0,1532.0,794.0,,7.77,,,1,1.0,2021-10-18 18:00:25+00:00,Sonic,GHGSat,3,,78398.93,4.0,218645.0,78398.93,False,,78219.27500000018,78436.9844999998,78509.43633333345,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,9563.4,True,True,TP,1.0,1411.5309324466807,1334.8380868592033,1491.7192010246856,1415.5201698439726,1339.1209786886877,1495.2777927696434,1417.2448758483856,1340.2807732594188,1497.4301799407135
30,914,,1496-1-306-1609-1808-12,1.0,1.0,,2021-10-18 18:04:19+00:00,,,,Methane,,562.0,856.0,268.0,,4.83,,,1,1.0,2021-10-18 18:04:27+00:00,NASA-GEOS,GHGSat,1,,77834.0,4.0,218645.0,77834.0,False,,77670.75800000018,77617.54783333323,77660.2761111113,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,11460.8,True,True,TP,1.0,1400.719323269381,1324.298903016345,1479.7788296050353,1401.199661112283,1325.5364114296292,1479.4791973477202,1401.568759203922,1326.5963834250279,1480.0043023779626
31,1110,,1496-1-306-1609-1808-12,1.0,1.0,,2021-10-18 18:04:19+00:00,,,,Methane,,880.0,1207.0,553.0,,7.57,,,1,1.0,2021-10-18 18:04:27+00:00,Sonic,GHGSat,2,,77834.0,4.0,218645.0,77834.0,False,,77670.75800000018,77617.54783333323,77660.2761111113,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,11460.8,True,True,TP,1.0,1401.6369601700885,1324.6091832243508,1481.5746599222525,1400.6769736641854,1325.3900758072439,1479.48203215217,1401.5844170579367,1324.7843075207093,1481.5963767905992
32,1306,,1496-1-306-1609-1808-12,1.0,1.0,,2021-10-18 18:04:19+00:00,,,,Methane,,1476.0,1994.0,958.0,,7.57,,,1,1.0,2021-10-18 18:04:27+00:00,Sonic,GHGSat,3,,77834.0,4.0,218645.0,77834.0,False,,77670.75800000018,77617.54783333323,77660.2761111113,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,11460.8,True,True,TP,1.0,1401.7642791275418,1325.123314407081,1478.8873784087828,1400.8668674398466,1324.574776893954,1477.9608784101956,1401.1080362712491,1323.5077686591856,1480.0810370720385
33,915,,1496-1-107-932-1131-13,1.0,1.0,,2021-10-18 18:07:47+00:00,,,,Methane,,327.0,491.0,163.0,,4.83,,,1,1.0,2021-10-18 18:07:52+00:00,NASA-GEOS,GHGSat,1,,30551.05,4.0,218645.0,30551.05,False,,30546.63866666688,30534.729999999807,30507.237333333534,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,979.735,True,True,TP,1.0,551.1257602353998,518.4698138595948,583.6380716119845,551.1052043542429,518.9841845122298,583.7527689672495,550.590244190308,517.892531113801,582.9080513968016
34,1111,,1496-1-107-932-1131-13,1.0,1.0,,2021-10-18 18:07:47+00:00,,,,Methane,,535.0,721.0,349.0,,7.91,,,1,1.0,2021-10-18 18:07:52+00:00,Sonic,GHGSat,2,,30551.05,4.0,218645.0,30551.05,False,,30546.63866666688,30534.729999999807,30507.237333333534,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,979.735,True,True,TP,1.0,551.1081297283622,519.0816097792862,583.3487627936123,550.9662439051185,518.226651158918,583.503491415503,550.3798087112328,517.758980172767,583.073824921893
35,1307,,1496-1-107-932-1131-13,1.0,1.0,,2021-10-18 18:07:47+00:00,,,,Methane,,535.0,721.0,349.0,,7.91,,,1,1.0,2021-10-18 18:07:52+00:00,Sonic,GHGSat,3,,30551.05,4.0,218645.0,30551.05,False,,30546.63866666688,30534.729999999807,30507.237333333534,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,979.735,True,True,TP,1.0,551.2665331344369,518.9310633604244,584.1191537485327,550.7853785402568,518.4588765216257,583.1928562439342,550.5082101587316,518.1092220492413,582.4166859685732
36,916,,1496-1-307-1608-1807-14,1.0,1.0,,2021-10-18 18:11:36+00:00,,,,Methane,,199.0,301.0,97.0,,4.83,,,1,1.0,2021-10-18 18:11:42+00:00,NASA-GEOS,GHGSat,1,,30730.28,4.0,218645.0,30730.28,False,,30721.773333333556,30703.498666666426,30714.770333333552,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,2929.9,True,True,TP,1.0,554.8694394872763,523.0516842304987,587.1446641601566,554.3822325107453,522.4144076000382,587.0142134325778,554.1690663859121,521.6509894124139,586.2949057100144
37,1112,,1496-1-307-1608-1807-14,1.0,1.0,,2021-10-18 18:11:36+00:00,,,,Methane,,342.0,461.0,223.0,,8.33,,,1,1.0,2021-10-18 18:11:42+00:00,Sonic,GHGSat,2,,30730.28,4.0,218645.0,30730.28,False,,30721.773333333556,30703.498666666426,30714.770333333552,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,2929.9,True,True,TP,1.0,554.5295720453057,522.2825709377028,586.0538059247057,553.8748687568877,520.9756305044084,586.5310354284819,554.1656842683193,522.2484800509462,586.7921116513318
38,1308,,1496-1-307-1608-1807-14,1.0,1.0,,2021-10-18 18:11:36+00:00,,,,Methane,,342.0,461.0,223.0,,8.33,,,1,1.0,2021-10-18 18:11:42+00:00,Sonic,GHGSat,3,,30730.28,4.0,218645.0,30730.28,False,,30721.773333333556,30703.498666666426,30714.770333333552,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,2929.9,True,True,TP,1.0,554.2908708502639,521.7082197634675,587.0120606989233,554.1145564588151,520.655452598039,586.5492929245153,554.2256163807623,521.960729300802,586.6997021167648
39,917,,1496-1-108-702-901-15,1.0,1.0,,2021-10-18 18:15:02+00:00,,,,Methane,,272.0,412.0,132.0,,4.82,,,1,1.0,2021-10-18 18:15:09+00:00,NASA-GEOS,GHGSat,1,,31462.85,4.0,218645.0,31462.85,False,,31464.68200000023,31482.95083333307,31497.107888889153,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,4530.025,True,True,TP,1.0,567.8662500997876,534.9168620149696,601.3046758540089,568.5045863855237,535.5241207651917,600.9097104331618,568.188529788174,534.7127986486391,601.4746614743901
40,1113,,1496-1-108-702-901-15,1.0,1.0,,2021-10-18 18:15:02+00:00,,,,Methane,,477.0,644.0,311.0,,8.45,,,1,1.0,2021-10-18 18:15:09+00:00,Sonic,GHGSat,2,,31462.85,4.0,218645.0,31462.85,False,,31464.68200000023,31482.95083333307,31497.107888889153,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,4530.025,True,True,TP,1.0,567.517784609968,533.9023992276576,600.790285023333,567.8831020347574,534.8789176829748,601.7535954277921,568.10612073465,534.9722225699368,601.4234719868242
41,1309,,1496-1-108-702-901-15,1.0,1.0,,2021-10-18 18:15:02+00:00,,,,Methane,,477.0,644.0,311.0,,8.45,,,1,1.0,2021-10-18 18:15:09+00:00,Sonic,GHGSat,3,,31462.85,4.0,218645.0,31462.85,False,,31464.68200000023,31482.95083333307,31497.107888889153,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,4530.025,True,True,TP,1.0,567.9641781113174,534.6145584511548,600.9320304222263,567.8440935465686,534.7666253907435,601.0779067974207,568.5797538410932,535.4654161207184,601.5151311668192
42,918,,1496-1-308-1364-1563-16,1.0,1.0,,2021-10-18 18:18:59+00:00,,,,Methane,,233.0,354.0,112.0,,4.81,,,1,1.0,2021-10-18 18:19:05+00:00,NASA-GEOS,GHGSat,1,,31317.56,4.0,218645.0,31317.56,False,,31238.96700000025,31295.84899999972,31286.89533333353,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,6388.68,True,True,TP,1.0,563.9002465951224,530.3820080650386,596.3766099431533,564.812135473268,531.5055809770209,597.8010503026533,564.285642319057,531.4017012042531,596.8662669127601
43,1114,,1496-1-308-1364-1563-16,1.0,1.0,,2021-10-18 18:18:59+00:00,,,,Methane,,395.0,538.0,253.0,,8.17,,,1,1.0,2021-10-18 18:19:05+00:00,Sonic,GHGSat,2,,31317.56,4.0,218645.0,31317.56,False,,31238.96700000025,31295.84899999972,31286.89533333353,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,6388.68,True,True,TP,1.0,563.6516427848464,530.7194798253358,596.4228014195384,564.541085813415,531.8921385235286,597.8614790831701,564.1508512173184,531.4821715055616,597.0327080034403
