datetime,channel_1,channel_2,channel_3,channel_4
10/22/21 16:39:18,>Range,-124.9,>Range,>Range
10/22/21 16:39:19,>Range,-125.2,>Range,>Range
10/22/21 16:39:20,>Range,-124.9,>Range,>Range
10/22/21 16:39:21,>Range,-126.3,>Range,>Range
10/22/21 16:39:22,>Range,-123,>Range,>Range
10/22/21 16:39:23,>Range,-122.4,>Range,>Range
10/22/21 16:39:24,>Range,-123.9,>Range,>Range
10/22/21 16:39:25,>Range,-122.5,>Range,>Range
10/22/21 16:39:26,>Range,-123.5,>Range,>Range
10/22/21 16:39:27,>Range,-122.8,>Range,>Range
10/22/21 16:39:28,>Range,-124.1,>Range,>Range
10/22/21 16:39:29,>Range,-123.6,>Range,>Range
10/22/21 16:39:30,>Range,-124.6,>Range,>Range
10/22/21 16:39:31,>Range,-125.8,>Range,>Range
10/22/21 16:39:32,>Range,-124.7,>Range,>Range
10/22/21 16:39:33,>Range,-124.2,>Range,>Range
10/22/21 16:39:34,>Range,-124,>Range,>Range
10/22/21 16:39:35,>Range,-124.8,>Range,>Range
10/22/21 16:39:36,>Range,-126.6,>Range,>Range
10/22/21 16:39:37,>Range,-125.2,>Range,>Range
10/22/21 16:39:38,>Range,-124.9,>Range,>Range
10/22/21 16:39:39,>Range,-126.5,>Range,>Range
10/22/21 16:39:40,>Range,-124.1,>Range,>Range
10/22/21 16:39:41,>Range,-123.6,>Range,>Range
10/22/21 16:39:42,>Range,-124.8,>Range,>Range
10/22/21 16:39:43,>Range,-123.3,>Range,>Range
10/22/21 16:39:44,>Range,-126.3,>Range,>Range
10/22/21 16:39:45,>Range,-125.3,>Range,>Range
10/22/21 16:39:46,>Range,-122.5,>Range,>Range
10/22/21 16:39:47,>Range,-122.3,>Range,>Range
10/22/21 16:39:48,>Range,-121.6,>Range,>Range
10/22/21 16:39:49,>Range,-122.7,>Range,>Range
10/22/21 16:39:50,>Range,-124.1,>Range,>Range
10/22/21 16:39:51,>Range,-122.9,>Range,>Range
10/22/21 16:39:52,>Range,-124.1,>Range,>Range
10/22/21 16:39:53,>Range,-123.6,>Range,>Range
10/22/21 16:39:54,>Range,-126.8,>Range,>Range
10/22/21 16:39:55,>Range,-124.5,>Range,>Range
10/22/21 16:39:56,>Range,-123.5,>Range,>Range
10/22/21 16:39:57,>Range,-125.4,>Range,>Range
10/22/21 16:39:58,>Range,-125.5,>Range,>Range
10/22/21 16:39:59,>Range,-125.3,>Range,>Range
10/22/21 16:40:00,>Range,-124.4,>Range,>Range
10/22/21 16:40:01,>Range,-125.8,>Range,>Range
10/22/21 16:40:02,>Range,-126,>Range,>Range
10/22/21 16:40:03,>Range,-124.8,>Range,>Range
10/22/21 16:40:04,>Range,-123.2,>Range,>Range
10/22/21 16:40:05,>Range,-122.5,>Range,>Range
10/22/21 16:40:06,>Range,-125.2,>Range,>Range
10/22/21 16:40:07,>Range,-124.2,>Range,>Range
10/22/21 16:40:08,>Range,-125.3,>Range,>Range
10/22/21 16:40:09,>Range,-123.5,>Range,>Range
10/22/21 16:40:10,>Range,-124.9,>Range,>Range
10/22/21 16:40:11,>Range,-126.2,>Range,>Range
10/22/21 16:40:12,>Range,-124.4,>Range,>Range
10/22/21 16:40:13,>Range,-127.4,>Range,>Range
10/22/21 16:40:14,>Range,-125.6,>Range,>Range
10/22/21 16:40:15,>Range,-122.9,>Range,>Range
10/22/21 16:40:16,>Range,-123.2,>Range,>Range
10/22/21 16:40:17,>Range,-124.7,>Range,>Range
10/22/21 16:40:18,>Range,-123.2,>Range,>Range
10/22/21 16:40:19,>Range,-123.7,>Range,>Range
10/22/21 16:40:20,>Range,-124.6,>Range,>Range
10/22/21 16:40:21,>Range,-124.2,>Range,>Range
10/22/21 16:40:22,>Range,-124.1,>Range,>Range
10/22/21 16:40:23,>Range,-125,>Range,>Range
10/22/21 16:40:24,>Range,-125.9,>Range,>Range
10/22/21 16:40:25,>Range,-124.2,>Range,>Range
10/22/21 16:40:26,>Range,-126.1,>Range,>Range
10/22/21 16:40:27,>Range,-126.6,>Range,>Range
10/22/21 16:40:28,>Range,-125.2,>Range,>Range
10/22/21 16:40:29,>Range,-126.5,>Range,>Range
10/22/21 16:40:30,>Range,-127.8,>Range,>Range
10/22/21 16:40:31,>Range,-128.3,>Range,>Range
10/22/21 16:40:32,>Range,-127.6,>Range,>Range
10/22/21 16:40:33,>Range,-127.5,>Range,>Range
10/22/21 16:40:34,>Range,-126.5,>Range,>Range
10/22/21 16:40:35,>Range,-125.7,>Range,>Range
10/22/21 16:40:36,>Range,-127.9,>Range,>Range
10/22/21 16:40:37,>Range,-128,>Range,>Range
10/22/21 16:40:38,>Range,-127.2,>Range,>Range
10/22/21 16:40:39,>Range,-128.7,>Range,>Range
10/22/21 16:40:40,>Range,-129.4,>Range,>Range
10/22/21 16:40:41,>Range,-128.8,>Range,>Range
10/22/21 16:40:42,>Range,-125.7,>Range,>Range
10/22/21 16:40:43,>Range,-123.7,>Range,>Range
10/22/21 16:40:44,>Range,-123.4,>Range,>Range
10/22/21 16:40:45,>Range,-122.1,>Range,>Range
10/22/21 16:40:46,>Range,-125,>Range,>Range
10/22/21 16:40:47,>Range,-123.4,>Range,>Range
10/22/21 16:40:48,>Range,-123.4,>Range,>Range
10/22/21 16:40:49,>Range,-125.5,>Range,>Range
10/22/21 16:40:50,>Range,-128.9,>Range,>Range
10/22/21 16:40:51,>Range,-129.2,>Range,>Range
10/22/21 16:40:52,>Range,-127.6,>Range,>Range
10/22/21 16:40:53,>Range,-125.4,>Range,>Range
10/22/21 16:40:54,>Range,-125.9,>Range,>Range
10/22/21 16:40:55,>Range,-125.4,>Range,>Range
10/22/21 16:40:56,>Range,-128.4,>Range,>Range
10/22/21 16:40:57,>Range,-126.1,>Range,>Range
10/22/21 16:40:58,>Range,-125.8,>Range,>Range
10/22/21 16:40:59,>Range,-125.9,>Range,>Range
10/22/21 16:41:00,>Range,-124.5,>Range,>Range
10/22/21 16:41:01,>Range,-124.9,>Range,>Range
10/22/21 16:41:02,>Range,-123.3,>Range,>Range
10/22/21 16:41:03,>Range,-126.7,>Range,>Range
10/22/21 16:41:04,>Range,-123.9,>Range,>Range
10/22/21 16:41:05,>Range,-125.5,>Range,>Range
10/22/21 16:41:06,>Range,-123.6,>Range,>Range
10/22/21 16:41:07,>Range,-122.5,>Range,>Range
10/22/21 16:41:08,>Range,-124,>Range,>Range
10/22/21 16:41:09,>Range,-122,>Range,>Range
10/22/21 16:41:10,>Range,-122.7,>Range,>Range
10/22/21 16:41:11,>Range,-126,>Range,>Range
10/22/21 16:41:12,>Range,-125.7,>Range,>Range
10/22/21 16:41:13,>Range,-123.7,>Range,>Range
10/22/21 16:41:14,>Range,-124.6,>Range,>Range
10/22/21 16:41:15,>Range,-124.8,>Range,>Range
10/22/21 16:41:16,>Range,-125.7,>Range,>Range
10/22/21 16:41:17,>Range,-125,>Range,>Range
10/22/21 16:41:18,>Range,-126.3,>Range,>Range
10/22/21 16:41:19,>Range,-122.9,>Range,>Range
10/22/21 16:41:20,>Range,-118.5,>Range,>Range
10/22/21 16:41:21,>Range,-118.6,>Range,>Range
10/22/21 16:41:22,>Range,-118.8,>Range,>Range
10/22/21 16:41:23,>Range,-120.3,>Range,>Range
10/22/21 16:41:24,>Range,-124.2,>Range,>Range
10/22/21 16:41:25,>Range,-123.1,>Range,>Range
10/22/21 16:41:26,>Range,-123,>Range,>Range
10/22/21 16:41:27,>Range,-125.5,>Range,>Range
10/22/21 16:41:28,>Range,-123.1,>Range,>Range
10/22/21 16:41:29,>Range,-125.4,>Range,>Range
10/22/21 16:41:30,>Range,-128,>Range,>Range
10/22/21 16:41:31,>Range,-126.8,>Range,>Range
10/22/21 16:41:32,>Range,-122.8,>Range,>Range
10/22/21 16:41:33,>Range,-122.7,>Range,>Range
10/22/21 16:41:34,>Range,-121.2,>Range,>Range
10/22/21 16:41:35,>Range,-123.9,>Range,>Range
10/22/21 16:41:36,>Range,-119.9,>Range,>Range
10/22/21 16:41:37,>Range,-121.9,>Range,>Range
10/22/21 16:41:38,>Range,-122.5,>Range,>Range
10/22/21 16:41:39,>Range,-122.8,>Range,>Range
10/22/21 16:41:40,>Range,-121.3,>Range,>Range
10/22/21 16:41:41,>Range,-122.2,>Range,>Range
10/22/21 16:41:42,>Range,-123.5,>Range,>Range
10/22/21 16:41:43,>Range,-123.9,>Range,>Range
10/22/21 16:41:44,>Range,-123.5,>Range,>Range
10/22/21 16:41:45,>Range,-126.8,>Range,>Range
10/22/21 16:41:46,>Range,-127.3,>Range,>Range
10/22/21 16:41:47,>Range,-127.2,>Range,>Range
10/22/21 16:41:48,>Range,-127.6,>Range,>Range
10/22/21 16:41:49,>Range,-122.8,>Range,>Range
10/22/21 16:41:50,>Range,-126.6,>Range,>Range
10/22/21 16:41:51,>Range,-125.4,>Range,>Range
10/22/21 16:41:52,>Range,-124.2,>Range,>Range
10/22/21 16:41:53,>Range,-123.7,>Range,>Range
10/22/21 16:41:54,>Range,-126.1,>Range,>Range
10/22/21 16:41:55,>Range,-123.3,>Range,>Range
10/22/21 16:41:56,>Range,-123.6,>Range,>Range
10/22/21 16:41:57,>Range,-125.1,>Range,>Range
10/22/21 16:41:58,>Range,-124.1,>Range,>Range
10/22/21 16:41:59,>Range,-124.6,>Range,>Range
10/22/21 16:42:00,>Range,-125.3,>Range,>Range
10/22/21 16:42:01,>Range,-124.6,>Range,>Range
10/22/21 16:42:02,>Range,-126.5,>Range,>Range
10/22/21 16:42:03,>Range,-124.5,>Range,>Range
10/22/21 16:42:04,>Range,-126.9,>Range,>Range
10/22/21 16:42:05,>Range,-128.9,>Range,>Range
10/22/21 16:42:06,>Range,-126.8,>Range,>Range
10/22/21 16:42:07,>Range,-129.1,>Range,>Range
10/22/21 16:42:08,>Range,-128.4,>Range,>Range
10/22/21 16:42:09,>Range,-127.2,>Range,>Range
10/22/21 16:42:10,>Range,-127.6,>Range,>Range
10/22/21 16:42:11,>Range,-131.1,>Range,>Range
10/22/21 16:42:12,>Range,-126.9,>Range,>Range
10/22/21 16:42:13,>Range,-129.8,>Range,>Range
10/22/21 16:42:14,>Range,-127.2,>Range,>Range
10/22/21 16:42:15,>Range,-123.6,>Range,>Range
10/22/21 16:42:16,>Range,-124.6,>Range,>Range
10/22/21 16:42:17,>Range,-123.6,>Range,>Range
10/22/21 16:42:18,>Range,-127.3,>Range,>Range
10/22/21 16:42:19,>Range,-126.7,>Range,>Range
10/22/21 16:42:20,>Range,-129.5,>Range,>Range
10/22/21 16:42:21,>Range,-131.5,>Range,>Range
10/22/21 16:42:22,>Range,-129.4,>Range,>Range
10/22/21 16:42:23,>Range,-130.9,>Range,>Range
10/22/21 16:42:24,>Range,-129.6,>Range,>Range
10/22/21 16:42:25,>Range,-125.5,>Range,>Range
10/22/21 16:42:26,>Range,-124.5,>Range,>Range
10/22/21 16:42:27,>Range,-128.8,>Range,>Range
10/22/21 16:42:28,>Range,-131.6,>Range,>Range
10/22/21 16:42:29,>Range,-128.8,>Range,>Range
10/22/21 16:42:30,>Range,-126.1,>Range,>Range
10/22/21 16:42:31,>Range,-124.9,>Range,>Range
10/22/21 16:42:32,>Range,-128.7,>Range,>Range
10/22/21 16:42:33,>Range,-125.4,>Range,>Range
10/22/21 16:42:34,>Range,-125.2,>Range,>Range
10/22/21 16:42:35,>Range,-126.7,>Range,>Range
10/22/21 16:42:36,>Range,-128.7,>Range,>Range
10/22/21 16:42:37,>Range,-128.4,>Range,>Range
10/22/21 16:42:38,>Range,-126.6,>Range,>Range
10/22/21 16:42:39,>Range,-127.4,>Range,>Range
10/22/21 16:42:40,>Range,-125.6,>Range,>Range
10/22/21 16:42:41,>Range,-124.3,>Range,>Range
10/22/21 16:42:42,>Range,-122.3,>Range,>Range
10/22/21 16:42:43,>Range,-125.9,>Range,>Range
10/22/21 16:42:44,>Range,-126,>Range,>Range
10/22/21 16:42:45,>Range,-124,>Range,>Range
10/22/21 16:42:46,>Range,-124.3,>Range,>Range
10/22/21 16:42:47,>Range,-126.1,>Range,>Range
10/22/21 16:42:48,>Range,-126.2,>Range,>Range
10/22/21 16:42:49,>Range,-126.7,>Range,>Range
10/22/21 16:42:50,>Range,-126.5,>Range,>Range
10/22/21 16:42:51,>Range,-127.2,>Range,>Range
10/22/21 16:42:52,>Range,-128,>Range,>Range
10/22/21 16:42:53,>Range,-127.1,>Range,>Range
10/22/21 16:42:54,>Range,-127.8,>Range,>Range
10/22/21 16:42:55,>Range,-127.1,>Range,>Range
10/22/21 16:42:56,>Range,-127.7,>Range,>Range
10/22/21 16:42:57,>Range,-126.8,>Range,>Range
10/22/21 16:42:58,>Range,-127.5,>Range,>Range
10/22/21 16:42:59,>Range,-127.5,>Range,>Range
10/22/21 16:43:00,>Range,-124.1,>Range,>Range
10/22/21 16:43:01,>Range,-124.8,>Range,>Range
10/22/21 16:43:02,>Range,-125.6,>Range,>Range
10/22/21 16:43:03,>Range,-131.9,>Range,>Range
10/22/21 16:43:04,>Range,-133.7,>Range,>Range
10/22/21 16:43:05,>Range,-132.2,>Range,>Range
10/22/21 16:43:06,>Range,-131.3,>Range,>Range
10/22/21 16:43:07,>Range,-129.7,>Range,>Range
10/22/21 16:43:08,>Range,-130,>Range,>Range
10/22/21 16:43:09,>Range,-131.4,>Range,>Range
10/22/21 16:43:10,>Range,-131.3,>Range,>Range
10/22/21 16:43:11,>Range,-127.2,>Range,>Range
10/22/21 16:43:12,>Range,-127.6,>Range,>Range
10/22/21 16:43:13,>Range,-124.5,>Range,>Range
10/22/21 16:43:14,>Range,-121.9,>Range,>Range
10/22/21 16:43:15,>Range,-125.4,>Range,>Range
10/22/21 16:43:16,>Range,-126.1,>Range,>Range
10/22/21 16:43:17,>Range,-122.1,>Range,>Range
10/22/21 16:43:18,>Range,-124.4,>Range,>Range
10/22/21 16:43:19,>Range,-121.8,>Range,>Range
10/22/21 16:43:20,>Range,-123.8,>Range,>Range
10/22/21 16:43:21,>Range,-123.1,>Range,>Range
10/22/21 16:43:22,>Range,-124.9,>Range,>Range
10/22/21 16:43:23,>Range,-122,>Range,>Range
10/22/21 16:43:24,>Range,-126,>Range,>Range
10/22/21 16:43:25,>Range,-128.6,>Range,>Range
10/22/21 16:43:26,>Range,-128.3,>Range,>Range
10/22/21 16:43:27,>Range,-126.5,>Range,>Range
10/22/21 16:43:28,>Range,-121.5,>Range,>Range
10/22/21 16:43:29,>Range,-125.9,>Range,>Range
10/22/21 16:43:30,>Range,-123.9,>Range,>Range
10/22/21 16:43:31,>Range,-123.5,>Range,>Range
10/22/21 16:43:32,>Range,-125.1,>Range,>Range
10/22/21 16:43:33,>Range,-124.2,>Range,>Range
10/22/21 16:43:34,>Range,-124.3,>Range,>Range
10/22/21 16:43:35,>Range,-121.3,>Range,>Range
10/22/21 16:43:36,>Range,-122.8,>Range,>Range
10/22/21 16:43:37,>Range,-125.3,>Range,>Range
10/22/21 16:43:38,>Range,-124.2,>Range,>Range
10/22/21 16:43:39,>Range,-127.8,>Range,>Range
10/22/21 16:43:40,>Range,-127.3,>Range,>Range
10/22/21 16:43:41,>Range,-128.7,>Range,>Range
10/22/21 16:43:42,>Range,-129.2,>Range,>Range
10/22/21 16:43:43,>Range,-125.5,>Range,>Range
10/22/21 16:43:44,>Range,-126.6,>Range,>Range
10/22/21 16:43:45,>Range,-125.2,>Range,>Range
10/22/21 16:43:46,>Range,-124.1,>Range,>Range
10/22/21 16:43:47,>Range,-125.1,>Range,>Range
10/22/21 16:43:48,>Range,-123.8,>Range,>Range
10/22/21 16:43:49,>Range,-123.4,>Range,>Range
10/22/21 16:43:50,>Range,-124.5,>Range,>Range
10/22/21 16:43:51,>Range,-127.3,>Range,>Range
10/22/21 16:43:52,>Range,-129.8,>Range,>Range
10/22/21 16:43:53,>Range,-127.4,>Range,>Range
10/22/21 16:43:54,>Range,-128.6,>Range,>Range
10/22/21 16:43:55,>Range,-127.5,>Range,>Range
10/22/21 16:43:56,>Range,-128.8,>Range,>Range
10/22/21 16:43:57,>Range,-127.6,>Range,>Range
10/22/21 16:43:58,>Range,-127.9,>Range,>Range
10/22/21 16:43:59,>Range,-130.6,>Range,>Range
10/22/21 16:44:00,>Range,-126.2,>Range,>Range
10/22/21 16:44:01,>Range,-124,>Range,>Range
10/22/21 16:44:02,>Range,-125.1,>Range,>Range
10/22/21 16:44:03,>Range,-127.2,>Range,>Range
10/22/21 16:44:04,>Range,-127.7,>Range,>Range
10/22/21 16:44:05,>Range,-127.2,>Range,>Range
10/22/21 16:44:06,>Range,-125.2,>Range,>Range
10/22/21 16:44:07,>Range,-128.7,>Range,>Range
10/22/21 16:44:08,>Range,-130.1,>Range,>Range
10/22/21 16:44:09,>Range,-128.9,>Range,>Range
10/22/21 16:44:10,>Range,-125.3,>Range,>Range
10/22/21 16:44:11,>Range,-128.4,>Range,>Range
10/22/21 16:44:12,>Range,-127.7,>Range,>Range
10/22/21 16:44:13,>Range,-124.8,>Range,>Range
10/22/21 16:44:14,>Range,-124.3,>Range,>Range
10/22/21 16:44:15,>Range,-127.8,>Range,>Range
10/22/21 16:44:16,>Range,-125.9,>Range,>Range
10/22/21 16:44:17,>Range,-126.1,>Range,>Range
10/22/21 16:44:18,>Range,-128.1,>Range,>Range
10/22/21 16:44:19,>Range,-129.2,>Range,>Range
10/22/21 16:44:20,>Range,-126.8,>Range,>Range
10/22/21 16:44:21,>Range,-127.2,>Range,>Range
10/22/21 16:44:22,>Range,-126.6,>Range,>Range
10/22/21 16:44:23,>Range,-125.2,>Range,>Range
10/22/21 16:44:24,>Range,-129.1,>Range,>Range
10/22/21 16:44:25,>Range,-129.4,>Range,>Range
10/22/21 16:44:26,>Range,-131,>Range,>Range
10/22/21 16:44:27,>Range,-130.8,>Range,>Range
10/22/21 16:44:28,>Range,-128.8,>Range,>Range
10/22/21 16:44:29,>Range,-126.5,>Range,>Range
10/22/21 16:44:30,>Range,-127.1,>Range,>Range
10/22/21 16:44:31,>Range,-127.8,>Range,>Range
10/22/21 16:44:32,>Range,-130.2,>Range,>Range
10/22/21 16:44:33,>Range,-128.6,>Range,>Range
10/22/21 16:44:34,>Range,-130.7,>Range,>Range
10/22/21 16:44:35,>Range,-131.1,>Range,>Range
10/22/21 16:44:36,>Range,-133,>Range,>Range
10/22/21 16:44:37,>Range,-132.2,>Range,>Range
10/22/21 16:44:38,>Range,-132.4,>Range,>Range
10/22/21 16:44:39,>Range,-129.4,>Range,>Range
10/22/21 16:44:40,>Range,-134.7,>Range,>Range
10/22/21 16:44:41,>Range,-131,>Range,>Range
10/22/21 16:44:42,>Range,-130.6,>Range,>Range
10/22/21 16:44:43,>Range,-127.3,>Range,>Range
10/22/21 16:44:44,>Range,-130.1,>Range,>Range
10/22/21 16:44:45,>Range,-126.4,>Range,>Range
10/22/21 16:44:46,>Range,-126,>Range,>Range
10/22/21 16:44:47,>Range,-128.2,>Range,>Range
10/22/21 16:44:48,>Range,-128.2,>Range,>Range
10/22/21 16:44:49,>Range,-127.9,>Range,>Range
10/22/21 16:44:50,>Range,-129,>Range,>Range
10/22/21 16:44:51,>Range,-130.7,>Range,>Range
10/22/21 16:44:52,>Range,-129.2,>Range,>Range
10/22/21 16:44:53,>Range,-129,>Range,>Range
10/22/21 16:44:54,>Range,-132.5,>Range,>Range
10/22/21 16:44:55,>Range,-129.3,>Range,>Range
10/22/21 16:44:56,>Range,-125.3,>Range,>Range
10/22/21 16:44:57,>Range,-126.9,>Range,>Range
10/22/21 16:44:58,>Range,-125.7,>Range,>Range
10/22/21 16:44:59,>Range,-127,>Range,>Range
10/22/21 16:45:00,>Range,-131.6,>Range,>Range
10/22/21 16:45:01,>Range,-128.4,>Range,>Range
10/22/21 16:45:02,>Range,-126.6,>Range,>Range
10/22/21 16:45:03,>Range,-128.4,>Range,>Range
10/22/21 16:45:04,>Range,-128.3,>Range,>Range
10/22/21 16:45:05,>Range,-128.3,>Range,>Range
10/22/21 16:45:06,>Range,-131.2,>Range,>Range
10/22/21 16:45:07,>Range,-132.3,>Range,>Range
10/22/21 16:45:08,>Range,-128.1,>Range,>Range
10/22/21 16:45:09,>Range,-131.9,>Range,>Range
10/22/21 16:45:10,>Range,-130.4,>Range,>Range
10/22/21 16:45:11,>Range,-127.6,>Range,>Range
10/22/21 16:45:12,>Range,-126,>Range,>Range
10/22/21 16:45:13,>Range,-128.9,>Range,>Range
10/22/21 16:45:14,>Range,-128.5,>Range,>Range
10/22/21 16:45:15,>Range,-130.2,>Range,>Range
10/22/21 16:45:16,>Range,-128.9,>Range,>Range
10/22/21 16:45:17,>Range,-129.2,>Range,>Range
10/22/21 16:45:18,>Range,-129.9,>Range,>Range
10/22/21 16:45:19,>Range,-131.1,>Range,>Range
10/22/21 16:45:20,>Range,-128.8,>Range,>Range
10/22/21 16:45:21,>Range,-127.4,>Range,>Range
10/22/21 16:45:22,>Range,-126.5,>Range,>Range
10/22/21 16:45:23,>Range,-129.3,>Range,>Range
10/22/21 16:45:24,>Range,-126,>Range,>Range
10/22/21 16:45:25,>Range,-127.7,>Range,>Range
10/22/21 16:45:26,>Range,-127.4,>Range,>Range
10/22/21 16:45:27,>Range,-125.6,>Range,>Range
10/22/21 16:45:28,>Range,-125.8,>Range,>Range
10/22/21 16:45:29,>Range,-127.9,>Range,>Range
10/22/21 16:45:30,>Range,-125.3,>Range,>Range
10/22/21 16:45:31,>Range,-126.6,>Range,>Range
10/22/21 16:45:32,>Range,-127,>Range,>Range
10/22/21 16:45:33,>Range,-128.6,>Range,>Range
10/22/21 16:45:34,>Range,-125.6,>Range,>Range
10/22/21 16:45:35,>Range,-123.7,>Range,>Range
10/22/21 16:45:36,>Range,-124.6,>Range,>Range
10/22/21 16:45:37,>Range,-128.2,>Range,>Range
10/22/21 16:45:38,>Range,-126.2,>Range,>Range
10/22/21 16:45:39,>Range,-128.2,>Range,>Range
10/22/21 16:45:40,>Range,-128.1,>Range,>Range
10/22/21 16:45:41,>Range,-129.1,>Range,>Range
10/22/21 16:45:42,>Range,-128.8,>Range,>Range
10/22/21 16:45:43,>Range,-127.6,>Range,>Range
10/22/21 16:45:44,>Range,-126.7,>Range,>Range
10/22/21 16:45:45,>Range,-126.4,>Range,>Range
10/22/21 16:45:46,>Range,-127.6,>Range,>Range
10/22/21 16:45:47,>Range,-125.6,>Range,>Range
10/22/21 16:45:48,>Range,-126.6,>Range,>Range
10/22/21 16:45:49,>Range,-128.4,>Range,>Range
10/22/21 16:45:50,>Range,-126.1,>Range,>Range
10/22/21 16:45:51,>Range,-126.9,>Range,>Range
10/22/21 16:45:52,>Range,-129.6,>Range,>Range
10/22/21 16:45:53,>Range,-131.3,>Range,>Range
10/22/21 16:45:54,>Range,-128.2,>Range,>Range
10/22/21 16:45:55,>Range,-126.9,>Range,>Range
10/22/21 16:45:56,>Range,-127.5,>Range,>Range
10/22/21 16:45:57,>Range,-126.7,>Range,>Range
10/22/21 16:45:58,>Range,-125.3,>Range,>Range
10/22/21 16:45:59,>Range,-125.6,>Range,>Range
10/22/21 16:46:00,>Range,-124.9,>Range,>Range
10/22/21 16:46:01,>Range,-125.2,>Range,>Range
10/22/21 16:46:02,>Range,-125.4,>Range,>Range
10/22/21 16:46:03,>Range,-130.4,>Range,>Range
10/22/21 16:46:04,>Range,-128,>Range,>Range
10/22/21 16:46:05,>Range,-129.1,>Range,>Range
10/22/21 16:46:06,>Range,-128.1,>Range,>Range
10/22/21 16:46:07,>Range,-129.3,>Range,>Range
10/22/21 16:46:08,>Range,-130.1,>Range,>Range
10/22/21 16:46:09,>Range,-127.2,>Range,>Range
10/22/21 16:46:10,>Range,-128.1,>Range,>Range
10/22/21 16:46:11,>Range,-130.2,>Range,>Range
